race_name,distance_km,elevation_gain,elevation_loss,race_date,race_url,source_file,bib,name,country,age,sex,category,club,utmb_profile_url,utmb_index,rank_scratch,rank_sex,rank_category,race_time,race_time_seconds,is_finisher,status,utmb_score
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1451,Johnny PETTERSSON,SE,57,H,55-59M,,https://utmb.world/runner/6964361.johnny.pettersson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1452,Caroline ÖSTLUND,SE,39,F,35-39W,,https://utmb.world/runner/5147377.caroline.ostlund,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1458,Ulf ANDERSSON,SE,40,H,40-44M,,https://utmb.world/runner/1620095.ulf.andersson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1457,Henrik EGERBO,SE,45,H,45-49M,338 SMÅLAND TRIATHLON & MULTISPORT,https://utmb.world/runner/1135837.henrik.egerbo,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1459,Mikael WENNERSTRAND,SE,49,H,45-49M,,https://utmb.world/runner/5923559.mikael.wennerstrand,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1464,Jonathan LEXA,SE,40,H,40-44M,,https://utmb.world/runner/6955209.jonathan.lexa,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1475,Artin HAVARINASAB,SE,23,H,20-34M,,https://utmb.world/runner/6901365.artin.havarinasab,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1476,Kristina SVINHUFVUD,SE,49,F,45-49W,Team Pannben,https://utmb.world/runner/2153567.kristina.svinhufvud,,,,,06:24:35,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1479,Jeppe NIELSEN,DK,51,H,50-54M,,https://utmb.world/runner/5923561.jeppe.nielsen,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1480,Linus NILSSON,SE,40,H,40-44M,Nyköping,https://utmb.world/runner/6797331.linus.nilsson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1484,Henrik MAURITZON,SE,49,H,45-49M,BrandEye,https://utmb.world/runner/4823838.henrik.mauritzon,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1487,Rakel FURUVALD,NO,43,F,40-44W,Gjerpen IF,https://utmb.world/runner/4852626.rakel.furuvald,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1483,Pavol DAXNER,SK,60,H,60-64M,,https://utmb.world/runner/6770435.pavol.daxner,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1489,Markus VALL,SE,33,H,20-34M,,https://utmb.world/runner/7809811.markus.vall,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1492,Robert ANDERSSON,SE,43,H,40-44M,,https://utmb.world/runner/4656390.robert.andersson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1488,Robert DE LA MOTTE,SE,55,H,55-59M,Ålsten RS,https://utmb.world/runner/2419323.robert.delamotte,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1495,Vidar THORLAKSSON,DK,47,H,45-49M,,https://utmb.world/runner/6470168.vidar.thorlaksson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1493,Emiel DE BLEECKER,BE,36,H,35-39M,,https://utmb.world/runner/6891821.emiel.debleecker,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1502,Sara WEBERYD,SE,28,F,20-34W,,https://utmb.world/runner/6839543.sara.weberyd,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1511,Joel EVERTSSON,SE,37,H,35-39M,,https://utmb.world/runner/5066161.joel.evertsson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1512,Alexandre GROUX,BE,26,H,20-34M,,https://utmb.world/runner/6919601.alexandre.groux,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1514,Johanna RAU,DE,29,F,20-34W,,https://utmb.world/runner/6781265.johanna.rau,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1515,Andreas LARSSON,SE,49,H,45-49M,Hässleholm Freeflow,https://utmb.world/runner/861430.andreas.larsson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1524,Johan FILIPSSON,SE,35,H,35-39M,,https://utmb.world/runner/6974981.johan.filipsson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1520,Gustav SPARR,SE,36,H,35-39M,Lille Haugfjell IL,https://utmb.world/runner/5742211.gustav.sparr,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1526,Simon MATTSSON,SE,51,H,50-54M,3CityTriathlon,https://utmb.world/runner/6770641.simon.mattsson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1527,Jacob ANDERSSON,SE,24,H,20-34M,KURT,https://utmb.world/runner/6770451.jacob.andersson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1534,Kallum LAING-DAVIDSON,GB,26,H,20-34M,,https://utmb.world/runner/7809795.kallum.laingdavidson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1547,Marcus ROSÉN,SE,40,H,40-44M,,https://utmb.world/runner/5825487.marcus.rosen,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1543,Ulrika HELLBE,SE,35,F,35-39W,Skegrie Runners,https://utmb.world/runner/6770421.ulrika.hellbe,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1552,Andreas EBBESSON,SE,40,H,40-44M,Team BEAR,https://utmb.world/runner/4253159.andreas.ebbesson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1541,Andreas GJENGEDAL,DK,33,H,20-34M,,https://utmb.world/runner/6950155.andreas.gjengedal,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1540,Henric GULLBERG,SE,52,H,50-54M,Järsjö Btk,https://utmb.world/runner/4301558.henric.gullberg,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1562,Erik KJELLSTRÖM,SE,37,H,35-39M,Envol,https://utmb.world/runner/6821369.erik.kjellstrom,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1564,Julia MÅRTENSSON,SE,25,F,20-34W,,https://utmb.world/runner/7029761.julia.martensson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1565,Martin LURGER,AT,33,H,20-34M,,https://utmb.world/runner/4211105.martin.lurger,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1577,Patrik SVENSSON,SE,41,H,40-44M,,https://utmb.world/runner/6770533.patrik.svensson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1578,Hendrik KLEIJWEGT,NL,35,H,35-39M,,https://utmb.world/runner/6890083.hendrik.kleijwegt,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1585,Michaela HOLST BLOMQVIST,SE,43,F,40-44W,Pocatello Running Club,https://utmb.world/runner/7809809.michaela.holstblomqvist,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1584,Philip CANEMAN,SE,32,H,20-34M,Sana,https://utmb.world/runner/6954141.philip.caneman,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1589,Hugo ANDERSSON,SE,30,H,20-34M,,https://utmb.world/runner/6770437.hugo.andersson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1594,Alexander HIGSON,GB,33,H,20-34M,,https://utmb.world/runner/6935851.alexander.higson,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,7,Juuso SIMPANEN,FI,34,H,20-34M,Team VJ/Rab/Suunto,https://utmb.world/runner/1390725.juuso.simpanen,816.0,1.0,1.0,1.0,14:28:35,52115.309,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1012,Vasilii KORYTKIN,AN,37,H,35-39M,,https://utmb.world/runner/5228022.vasilii.korytkin,725.0,1.0,1.0,1.0,08:12:07,29527.415,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,12,William ENGLUND,SE,31,H,20-34M,Team Salomon,https://utmb.world/runner/2257665.william.englund,783.0,2.0,2.0,2.0,15:06:48,54408.541,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1003,Tobias DAHL FENRE,NO,39,H,35-39M,Hoka,https://utmb.world/runner/3282377.tobiasdahl.fenre,865.0,2.0,2.0,2.0,08:22:23,30143.053,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,8,Samir TAZI,FR,42,H,40-44M,AIX ATHLE PROVENCE,https://utmb.world/runner/1279251.samir.tazi,816.0,3.0,3.0,1.0,16:23:26,59006.808,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1007,Patrik LINDEGÅRDH,SE,46,H,45-49M,Hälle IF/Hoka,https://utmb.world/runner/551608.patrik.lindegardh,807.0,3.0,3.0,1.0,08:32:45,30765.719,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,4,Emma STUART,IE,35,F,20-34W,Scarpa International,https://utmb.world/runner/4138452.emma.stuart,727.0,4.0,1.0,1.0,16:28:20,59300.389,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1008,Benjamin MÜLLER,CH,34,H,20-34M,Megajoule / LC Frauenfeld,https://utmb.world/runner/307024.benjamin.muller,781.0,4.0,4.0,1.0,09:13:56,33236.201,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,19,Christian MALMSTRÖM,SE,45,H,40-44M,Team Blekinge / Ironcoach,https://utmb.world/runner/1243141.christian.malmstrom,747.0,5.0,4.0,2.0,16:41:23,60083.149,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1010,Fredrik ERIKSSON,SE,48,H,45-49M,IK Akele / Hoka,https://utmb.world/runner/1630485.fredrik.eriksson,738.0,5.0,5.0,2.0,09:27:00,34020.367,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,13,Louis SORIN,FR,30,H,20-34M,Trailers des Aravis,https://utmb.world/runner/3132619.louis.sorin,783.0,6.0,5.0,3.0,17:05:16,57916.464,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1029,Lasse HÄRKÖNEN,FI,35,H,20-34M,Ylivieskan kuula,https://utmb.world/runner/661015.lasse.harkonen,672.0,6.0,6.0,2.0,09:27:46,34066.586,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,5,Anna CARLSSON,SE,40,F,35-39W,Asics Trail,https://utmb.world/runner/1520433.anna.carlsson,723.0,7.0,2.0,1.0,17:08:13,61693.195,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1035,Alexander DYBVAD,NO,36,H,35-39M,SBIL,https://utmb.world/runner/676422.alexander.dybvad,651.0,7.0,7.0,3.0,09:28:16,34096.507,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,32,Simen SMIDESANG,NO,30,H,20-34M,LIF-Fåberg,https://utmb.world/runner/4247622.simen.smidesang,674.0,8.0,6.0,4.0,17:10:16,61816.55,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1031,Lars EKMAN,SE,41,H,40-44M,,https://utmb.world/runner/5100412.lars.ekman,665.0,8.0,8.0,1.0,09:35:18,34518.783,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,42,Oscar ISAKSSON,SE,36,H,35-39M,Team Ironcoach,https://utmb.world/runner/4301448.oscar.isaksson,655.0,9.0,7.0,1.0,17:13:36,62016.867,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1064,Jonatan ANDERSSON,SE,37,H,35-39M,,https://utmb.world/runner/5066287.jonatan.andersson,603.0,9.0,9.0,4.0,09:40:05,34805.855,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,14,Bill ÖSTER,SE,30,H,20-34M,Salomon Sverige,https://utmb.world/runner/4301440.bill.oster,772.0,10.0,8.0,5.0,17:31:57,63117.162,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1005,Mathieu CLÉMENT,CH,30,H,20-34M,Team Asics Trail,https://utmb.world/runner/764508.mathieu.clement,836.0,10.0,10.0,3.0,09:44:26,35066.885,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,20,Tomas NORDLÖF,SE,40,H,35-39M,TTGU Umeå,https://utmb.world/runner/936155.tomas.nordlof,744.0,11.0,9.0,2.0,17:39:29,63569.685,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1592,Jørgen GRØNSUND,NO,40,H,35-39M,Sandnes IL,https://utmb.world/runner/4681432.jorgen.gronsund,,11.0,11.0,5.0,09:49:00,35340.0,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,25,Daniel EKLUND,SE,42,H,40-44M,Stadium,https://utmb.world/runner/508301.daniel.eklund,691.0,12.0,10.0,3.0,17:52:31,64351.603,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1014,Erik SOLLIEN,NO,34,H,20-34M,,https://utmb.world/runner/2229115.erik.sollien,711.0,12.0,12.0,4.0,10:04:57,36297.791,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,740,Gustav AXELSON,SE,36,H,35-39M,,https://utmb.world/runner/5742057.gustav.axelson,,13.0,11.0,3.0,17:52:46,64366.265,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1022,Ken PEETERS,BE,40,H,35-39M,OK Linné,https://utmb.world/runner/4062003.ken.peeters,680.0,13.0,13.0,6.0,10:05:01,36301.111,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,29,Thomas SNABB,SE,40,H,35-39M,BIM Body In Motion,https://utmb.world/runner/2257727.thomas.snabb,680.0,14.0,12.0,4.0,17:56:06,64566.148,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1015,Elias KIBREAB,CA,48,H,45-49M,,https://utmb.world/runner/5257868.elias.kibreab,709.0,14.0,14.0,3.0,10:16:47,37007.037,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,59,Emil BRUNELL,SE,35,H,20-34M,Tidaholm SOK sisu,https://utmb.world/runner/3342189.emil.brunell,635.0,15.0,13.0,6.0,18:02:32,64952.001,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1051,Anton PETERZÉN,SE,35,H,20-34M,,https://utmb.world/runner/1619495.anton.peterzen,629.0,15.0,15.0,5.0,10:17:35,37055.161,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,45,Espen MYKLEBUST,NO,34,H,20-34M,Bamford / Hammern,https://utmb.world/runner/4484156.espen.myklebust,651.0,16.0,14.0,7.0,18:05:36,65136.293,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1026,Filip SOBOTA,PL,29,H,20-34M,adidas Runners Tricity,https://utmb.world/runner/4675822.filip.sobota,674.0,16.0,16.0,6.0,10:20:04,37204.205,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,17,Patrick STANGBYE,NO,35,H,20-34M,PORTAL,https://utmb.world/runner/1616141.patrick.stangbye,762.0,17.0,15.0,8.0,18:05:52,65152.442,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1034,Rasmus HAUGSVÆR,NO,26,H,20-34M,OSI Friidrett,https://utmb.world/runner/5203976.rasmus.haugsvaer,653.0,17.0,17.0,7.0,10:23:26,37406.238,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,40,Krister SIGRÉN,SE,42,H,40-44M,,https://utmb.world/runner/5742247.krister.sigren,659.0,18.0,16.0,4.0,18:12:08,65528.59,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1024,Rasmus ANDERSSON,SE,41,H,40-44M,Handöls IF,https://utmb.world/runner/662092.rasmus.andersson,676.0,18.0,18.0,2.0,10:24:34,37474.604,True,f,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,791,Timmo TAMMEMAE,EE,41,H,40-44M,La Sportiva,https://utmb.world/runner/380951.timmo.tammemae,,19.0,17.0,5.0,18:24:34,66274.31,True,f,
Kullamannen by UTMB 2024 - Sprint Ultra 100km,108,749,749,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100k.csv,1043,Thierry ROMMEL,FR,38,H,35-39M,,https://utmb.world/runner/4866277.thierry.rommel,635.0,19.0,19.0,7.0,10:24:40,37480.415,True,f,
